mpid	formula	family	N_atoms	structure	N_atoms2	max1	max2	dim	Bulk_Space	Bulk_Point	Centrosymmetric	Band_Gap	Formation_Energy	E_hull	Mono_Space	Centrosymmectric	Mono_Point
mp-8435	Ta2PdS6	T2TS6	9	1D or 2D	72	9	36	2	C2/m	2/m	TRUE	0.2126	-0.846473187	0	C2/m	TRUE	2/m
mp-14474	Ta2PtSe7	T2TS7	20	1D or 2D	160	20	80	2	C2/m	2/m	TRUE	0	-0.632848263	0	P2_1/m	FALSE	2/m
mp-541183	Ta2NiSe7	T2TS7	20	1D or 2D	160	20	80	2	C2/m	2/m	TRUE	0.2208	-0.603212112	0.003607441	P2_1/m	FALSE	2/m
mp-23335	Ti3(BiO3)4	T3(AsO3)4	19	1D or 2D	152	15	60	2	C2/m	2/m	TRUE	1.3813	-2.504985	0.062651173	C2/m	TRUE	2/m
mp-622198	Ti3(BiO3)4	T3(AsO3)4	38	1D or 2D	304	15	60	2	Aea2	mm2	FALSE	1.6328	-2.528009522	0.039626651	C2	FALSE	2
mp-645592	Nb3(BiO3)5	T3(AsO3)5	46	1D or 2D	368	26	104	2	P1	1	FALSE	1.2672	-2.327386235	0.017335028	Pc	FALSE	m
mp-637614	Zn3(InS3)2	T3(BS3)2	11	1D or 2D	88	11	44	2	P3m1	3m	FALSE	0	-0.625158645	0.070028821	P3m1	FALSE	3m
mp-626879	V3(HO4)2	T3(HO4)2	52	1D or 2D	416	26	104	2	Pna2_1	mm2	FALSE	0.1532	-2.056780396	0.090750692	P2_1	FALSE	2
mp-626872	V3(HO4)2	T3(HO4)2	52	1D or 2D	416	26	104	2	P2_1/c	2/m	FALSE	0.1623	-2.076035084	0.071496004	P-1	TRUE	-1
mp-706469	Mn3(P2O7)2	T3(N2O7)2	42	1D or 2D	336	42	168	2	P-1	-1	TRUE	0.2958	-2.467488238	0.057976939	P-1	TRUE	-1
mp-697827	Co3(P2O7)2	T3(N2O7)2	42	1D or 2D	336	42	168	2	P-1	-1	TRUE	0.4118	-2.196394512	0.064035341	P-1	TRUE	-1
mp-697730	Mn3(PO4)4	T3(NO4)4	46	1D or 2D	368	46	184	2	P-1	-1	TRUE	0.0148	-2.232618616	0.092198882	P-1	TRUE	-1
mp-695952	Cr3(PO4)4	T3(NO4)4	46	1D or 2D	368	46	184	2	P-1	-1	TRUE	0.026	-2.351205577	0.089362128	P-1	TRUE	-1
mp-756593	Ta3(OF)5	T3(OF)5	13	1D or 2D	104	13	52	2	Immm	mmm	TRUE	2.197	-3.213244547	0.083146071	Pmmm	TRUE	mmm
mp-773614	Mn3(SeO3)4	T3(SO3)4	38	1D or 2D	304	38	152	2	P-1	-1	TRUE	0.6671	-1.532708171	0.043093647	P-1	TRUE	-1
mp-685209	Sc39N34	T39N34	73	1D or 2D	584	57	228	2	P3m1	3m	FALSE	0.0131	-1.952164738	0.009211195	P3m1	FALSE	3m
mp-721072	Cu3As2H2PbO10	T3As2H2SnO10	36	1D or 2D	288	36	144	2	P1	1	FALSE	0.2217	-1.383398393	0.043261392	P1	FALSE	1
mp-680135	Cu3Bi7(PbS5)3	T3As7(SnS5)3	112	1D or 2D	896	34	136	2	Pnma	mmm	TRUE	0.0606	-0.356128774	0.005596585	P2_1/m	FALSE	2/m
mp-554950	Hg3SbAsS3	T3AsAsS3	32	1D or 2D	256	32	128	2	P2_1/c	2/m	FALSE	1.6609	-0.126182355	0.003942767	P2_1/c	FALSE	2/m
mp-776354	Mn3SbO8	T3AsO8	12	1D or 2D	96	12	48	2	P1	1	FALSE	0	-1.784984191	0.096018103	C2	FALSE	2
mp-765847	Co3SbO8	T3AsO8	12	1D or 2D	96	12	48	2	R-3m	-3m	TRUE	0.1623	-1.312354501	0.080738082	R-3m	TRUE	-3m
mp-628637	Cu3BiSe2BrO8	T3AsS2FO8	30	1D or 2D	240	30	120	2	Pmmn	mmm	TRUE	0.0141	-1.161664025	0	Pmmn	TRUE	mmm
mp-669425	Cu3BiSe2IO8	T3AsS2FO8	30	1D or 2D	240	30	120	2	Pmmn	mmm	TRUE	0.0173	-1.131001699	0.004287502	Pmmn	TRUE	mmm
mp-572778	Cu3BiTe2ClO8	T3AsS2FO8	60	1D or 2D	480	30	120	2	Pnma	mmm	TRUE	0.1736	-1.281077537	0.044134789	Pmn2_1	FALSE	mm2
mp-570084	Hg3AsSe4I	T3AsS4F	18	1D or 2D	144	9	36	2	P6_3mc	6mm	FALSE	1.2214	-0.212055616	0	P3m1	FALSE	3m
mp-567949	Hg3AsSe4Br	T3AsS4F	18	1D or 2D	144	9	36	2	P6_3mc	6mm	FALSE	1.3029	-0.250462708	0	P3m1	FALSE	3m
mp-559355	Hg3AsS4Cl	T3AsS4F	18	1D or 2D	144	9	36	2	P6_3mc	6mm	FALSE	1.5138	-0.292555857	0.004546856	P3m1	FALSE	3m
mp-555074	Hg3AsS4Br	T3AsS4F	18	1D or 2D	144	9	36	2	P6_3mc	6mm	FALSE	1.5311	-0.203178587	0.002082133	P3m1	FALSE	3m
mp-28754	Nb3GeTe6	T3CS6	40	1D or 2D	320	20	80	2	Pnma	mmm	TRUE	0.0182	-0.466245692	0.002150303	Pmc2_1	FALSE	mm2
mp-505137	Nb3SiTe6	T3CS6	40	1D or 2D	320	20	80	2	Pnma	mmm	TRUE	0.0895	-0.479776153	0.000514329	Pmc2_1	FALSE	mm2
mp-505206	Ta3SiTe6	T3CS6	40	1D or 2D	320	20	80	2	Pnma	mmm	TRUE	0.1117	-0.390238806	0	Pmc2_1	FALSE	mm2
mp-23238	Ta3I7	T3F7	40	1D or 2D	320	40	160	2	Cmce	mmm	FALSE	0.8864	-0.479309502	0	Pmna	TRUE	mmm
mp-27880	Nb3Cl7	T3F7	40	1D or 2D	320	40	160	2	Cmce	mmm	FALSE	0.9765	-1.657531143	0	Pmna	TRUE	mmm
mp-29412	Ta3Br7	T3F7	40	1D or 2D	320	40	160	2	Cmce	mmm	FALSE	1.2286	-0.900449293	0	Pmna	TRUE	mmm
mp-753727	Y3I7O	T3F7O	22	1D or 2D	176	11	44	2	P1	1	FALSE	2.5815	-1.784312363	0.066825864	P1	FALSE	1
mp-29950	Nb3Cl8	T3F8	22	1D or 2D	176	11	44	2	P-3m1	-3m	TRUE	0.0044	-1.695493025	0	P3m1	FALSE	3m
mp-27771	Nb3Br8	T3F8	22	1D or 2D	176	11	44	2	R-3m	-3m	TRUE	0.061	-0.930625469	0	R3m	FALSE	3m
mp-27772	Nb3I8	T3F8	22	1D or 2D	176	11	44	2	R-3m	-3m	TRUE	0.1052	-0.520991051	0	R3m	FALSE	3m
mp-17407	Au3F8	T3F8	22	1D or 2D	176	22	88	2	P2_1/c	2/m	FALSE	0.546	-0.960469756	0	P2_1/c	FALSE	2/m
mp-765332	Mn3F8	T3F8	22	1D or 2D	176	11	44	2	Cc	m	FALSE	0.9161	-2.421219341	0.076708476	P1	FALSE	1
mp-626566	Ti3H2O7	T3H2O7	24	1D or 2D	192	24	96	2	P1	1	FALSE	2.7106	-2.913622993	0.072955829	P1	FALSE	1
mp-626550	Ti3H2O7	T3H2O7	24	1D or 2D	192	24	96	2	Cm	m	FALSE	2.8395	-2.950103901	0.036474921	Pm	FALSE	m
mp-626557	Ti3H2O7	T3H2O7	24	1D or 2D	192	24	96	2	Cm	m	FALSE	2.8727	-2.947395644	0.039183177	Pm	FALSE	m
mp-626547	Ti3H2O7	T3H2O7	24	1D or 2D	192	24	96	2	P-1	-1	TRUE	2.8908	-2.895156435	0.091422387	P-1	TRUE	-1
mp-626567	Ti3H2O7	T3H2O7	24	1D or 2D	192	24	96	2	P1	1	FALSE	2.933	-2.889599958	0.096978863	P1	FALSE	1
mp-626221	V3H5O8	T3H5O8	16	1D or 2D	128	16	64	2	P1	1	FALSE	0.6708	-1.912534612	0.071244741	P1	FALSE	1
mp-626120	V3H5O8	T3H5O8	16	1D or 2D	128	16	64	2	Cm	m	FALSE	1.2562	-1.975615026	0.008164327	Cm	FALSE	m
mp-742859	Fe3P2(HO)16	T3N2(HO)16	37	1D or 2D	296	37	148	2	C2/m	2/m	TRUE	3.1305	-1.729067168	0.017976835	P2/m	TRUE	2/m
mp-715561	Cr3O8	T3O8	22	1D or 2D	176	11	44	2	Cm	m	FALSE	0.5019	-1.666659772	0.045817178	Cm	FALSE	m
mp-557959	Cr3O8	T3O8	11	1D or 2D	88	11	44	2	P1	1	FALSE	0.5056	-1.667383648	0.045093301	P1	FALSE	1
mp-774359	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P-1	-1	TRUE	0.7975	-2.533572868	0.049751604	P-1	TRUE	-1
mp-763320	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.523	-2.542556157	0.040768315	P1	FALSE	1
mp-764053	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.5254	-2.542660569	0.040663904	P1	FALSE	1
mp-777223	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.5278	-2.542811565	0.040512908	P1	FALSE	1
mp-778369	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.5402	-2.542706566	0.040617906	P1	FALSE	1
mp-764014	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.5639	-2.542905496	0.040418976	P1	FALSE	1
mp-850158	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.5725	-2.54233612	0.040988352	P1	FALSE	1
mp-778699	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.607	-2.542884932	0.04043954	P1	FALSE	1
mp-765772	V3OF11	T3OF11	15	1D or 2D	120	15	60	2	P1	1	FALSE	1.672	-2.533520823	0.049803649	P1	FALSE	1
mp-781011	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P-1	-1	TRUE	1.8989	-2.517516503	0.065807969	P1	FALSE	1
mp-779199	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	Pc	m	FALSE	1.8997	-2.572851584	0.010472889	Pc	FALSE	m
mp-764113	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P2_1	2	FALSE	1.9062	-2.516884488	0.066439985	P2_1	FALSE	2
mp-763903	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P2_1	2	FALSE	1.9343	-2.571050798	0.012273675	P2_1	FALSE	2
mp-781061	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.1551	-2.566604916	0.016719556	P1	FALSE	1
mp-763267	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P2_1	2	FALSE	2.1723	-2.567328876	0.015995596	P1	FALSE	1
mp-764680	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P-1	-1	TRUE	2.1733	-2.566311024	0.017013448	P1	FALSE	1
mp-779357	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.1816	-2.567165814	0.016158659	P1	FALSE	1
mp-780323	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P2_1	2	FALSE	2.1964	-2.566729851	0.016594622	P1	FALSE	1
mp-764082	V3OF11	T3OF11	30	1D or 2D	240	10	40	2	P-1	-1	TRUE	2.2065	-2.566472802	0.016851671	P1	FALSE	1
mp-763854	Mn3OF6	T3OF6	20	1D or 2D	160	20	80	2	P-1	-1	TRUE	0.4783	-2.353814307	0.094423656	P-1	TRUE	-1
mp-505132	Ta3Te14Pd3	T3S14T3	40	1D or 2D	320	20	80	2	P2_1/m	2/m	FALSE	0.0426	-0.338075625	0	Pm	FALSE	m
mp-28919	Hf3Te2	T3S2	5	1D or 2D	40	5	20	2	I4/mmm	4/mmm	TRUE	0.0171	-0.608638079	0	P4/mmm	TRUE	4/mmm
mp-557136	Cu3Se2(ClO3)2	T3S2(FO3)2	13	1D or 2D	104	13	52	2	C2/m	2/m	TRUE	0	-1.05341059	0.002301855	C2/m	TRUE	2/m
mp-572313	Cu3Te2(BrO3)2	T3S2(FO3)2	13	1D or 2D	104	13	52	2	C2/m	2/m	TRUE	0.0242	-1.044486853	0.01766987	C2/m	TRUE	2/m
mp-570122	Cr3Te4	T3S4	7	1D or 2D	56	7	28	2	C2/m	2/m	TRUE	0	-0.13938418	0.058501826	C2/m	TRUE	2/m
mp-580748	Re3Se4Cl	T3S4F	16	1D or 2D	128	16	64	2	P-1	-1	TRUE	1.1639	-0.562133606	0	P-1	TRUE	-1
mp-558456	Hg3Se4O5	T3S4O5	24	1D or 2D	192	24	96	2	P-1	-1	TRUE	1.8293	-0.833390565	0	P-1	TRUE	-1
mp-29499	Re3Te8Cl3	T3S8F3	56	1D or 2D	448	28	112	2	P2_12_12	222	FALSE	0.8757	-0.422254983	0	P2	FALSE	2
mp-676121	Ag3SI	T3SF	10	1D or 2D	80	10	40	2	P1	1	FALSE	0.0329	-0.085390147	0.062374928	P1	FALSE	1
mp-29097	Hg3TeBr4	T3SF4	64	1D or 2D	512	32	128	2	Pbca	mmm	TRUE	1.9366	-0.425324416	0	Pca2_1	FALSE	mm2
mp-29102	Hg3TeCl4	T3SF4	64	1D or 2D	512	32	128	2	Pbca	mmm	TRUE	2.2498	-0.82929871	0	Pca2_1	FALSE	mm2
mp-567713	Nb3TeI7	T3SF7	11	1D or 2D	88	11	44	2	P3m1	3m	FALSE	0.4715	-0.539509473	0.001917512	P3m1	FALSE	3m
mp-29689	Nb3TeI7	T3SF7	22	1D or 2D	176	11	44	2	P6_3mc	6mm	FALSE	0.5113	-0.541426985	0	P3m1	FALSE	3m
mp-29117	Ta3TeI7	T3SF7	22	1D or 2D	176	11	44	2	P6_3mc	6mm	FALSE	0.5472	-0.452437183	0.006185324	P3m1	FALSE	3m
mp-29116	Ta3SeI7	T3SF7	22	1D or 2D	176	11	44	2	P6_3mc	6mm	FALSE	0.5727	-0.513193505	0.007195309	P3m1	FALSE	3m
mp-541158	Nb3SI7	T3SF7	44	1D or 2D	352	44	176	2	P2_1/c	2/m	FALSE	0.5787	-0.625096	0	P2_1/c	FALSE	2/m
mp-28938	Nb3TeCl7	T3SF7	22	1D or 2D	176	11	44	2	P-3m1	-3m	TRUE	0.7004	-1.572625658	0	P3m1	FALSE	3m
mp-29057	Nb3SBr7	T3SF7	11	1D or 2D	88	11	44	2	P3m1	3m	FALSE	0.7427	-1.000886531	0	P3m1	FALSE	3m
mp-31015	Ta3SBr7	T3SF7	11	1D or 2D	88	11	44	2	Cm	m	FALSE	0.8255	-0.940748237	0.002772183	Cm	FALSE	m
mp-29849	Ag3SnP7	T3SnN7	22	1D or 2D	176	11	44	2	P2_1/m	2/m	FALSE	0.5081	-0.05615445	0	Pm	FALSE	m
mp-765848	Co3TeO8	T3SO8	12	1D or 2D	96	12	48	2	R-3m	-3m	TRUE	0.0146	-1.2297239	0.056678409	R-3m	TRUE	-3m
mp-774019	Mn3TeO8	T3SO8	12	1D or 2D	96	12	48	2	P1	1	FALSE	0.6513	-1.728171106	0.017522631	P1	FALSE	1
mp-769678	Fe3Co5O16	T3T5O16	24	1D or 2D	192	24	96	2	P2/m	2/m	TRUE	0.1395	-1.19497785	0.096686564	P2/m	TRUE	2/m
mp-778275	Fe3Co7O20	T3T7O20	30	1D or 2D	240	30	120	2	P2/m	2/m	TRUE	0	-1.170750918	0.087344644	P2/m	TRUE	2/m
mp-849227	V3CrO10	T3TO10	14	1D or 2D	112	14	56	2	P-4m2	-42m	FALSE	0.099	-2.105959286	0.073174844	P-4m2	FALSE	-42m
mp-772359	Mn3CoO8	T3TO8	12	1D or 2D	96	12	48	2	R-3m	-3m	TRUE	0	-1.613775525	0.025081033	R-3m	TRUE	-3m
mp-771841	Mn3CuO8	T3TO8	12	1D or 2D	96	12	48	2	P-1	-1	TRUE	0.0006	-1.470620117	0.061321205	P-1	TRUE	-1
mp-765936	Co3NiO8	T3TO8	12	1D or 2D	96	12	48	2	R-3m	-3m	TRUE	0.0031	-0.930517892	0.072553982	R-3m	TRUE	-3m
mp-771844	Mn3VO8	T3TO8	12	1D or 2D	96	12	48	2	P-1	-1	TRUE	0.5215	-1.91669688	0.094667471	P-1	TRUE	-1
mp-773365	Mn3CrO8	T3TO8	12	1D or 2D	96	12	48	2	P1	1	FALSE	0.7605	-1.813896687	0.057574522	P1	FALSE	1
mp-34460	Ag3AuS2	T3TS2	6	1D or 2D	48	6	24	2	R3m	3m	FALSE	1.5412	-0.0668466	0	R3m	FALSE	3m
mp-675367	Nb3IrS8	T3TS8	24	1D or 2D	192	12	48	2	P1	1	FALSE	0.0002	-0.824098594	0.032545304	P1	FALSE	1
mp-675066	Nb3IrSe8	T3TS8	24	1D or 2D	192	12	48	2	P1	1	FALSE	0.0073	-0.691474668	0.019998981	P1	FALSE	1
mp-23382	Y4CI5	T4CF5	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	0.0014	-1.123978906	0	P2/m	TRUE	2/m
mp-510426	Ta4Te16Pd3	T4S16T3	23	1D or 2D	184	23	92	2	C2/m	2/m	TRUE	0.088	-0.339477156	0.001931492	C2/m	TRUE	2/m
mp-850083	Fe4S5	T4S5	18	1D or 2D	144	18	72	2	P1	1	FALSE	0	-0.450977999	0.060774203	P1	FALSE	1
mp-850249	Fe4S5	T4S5	18	1D or 2D	144	18	72	2	P1	1	FALSE	0	-0.450550586	0.061201617	P1	FALSE	1
mp-558759	Cd4Te6Cl6O13	T4S6F6O13	58	1D or 2D	464	42	168	2	P-1	-1	TRUE	3.3117	-1.504266816	0.008575642	P-1	TRUE	-1
mp-559911	V4S9Br4	T4S9F4	34	1D or 2D	272	34	136	2	P4/nmm	4/mmm	TRUE	0.6574	-0.745680247	0	P4/nmm	TRUE	4/mmm
mp-505133	Ta4Co2PdSe12	T4T2TS12	19	1D or 2D	152	19	76	2	C2/m	2/m	TRUE	0.0279	-0.701195177	0	C2/m	TRUE	2/m
mp-624253	Nb4Co2PdSe12	T4T2TS12	19	1D or 2D	152	19	76	2	P1	1	FALSE	0.0293	-0.702889286	0	P1	FALSE	1
mp-675326	Nb4IrSe10	T4TS10	15	1D or 2D	120	15	60	2	P-1	-1	TRUE	0	-0.691589676	0.045206062	P-1	TRUE	-1
mp-677597	Ta4AgS8	T4TS8	26	1D or 2D	208	26	104	2	P-1	-1	TRUE	0.1116	-0.978207436	0	P-1	TRUE	-1
mp-776755	Mn5(SeO3)8	T5(SO3)8	74	1D or 2D	592	37	148	2	P-1	-1	TRUE	0.6127	-1.429287366	0.079403524	P1	FALSE	1
mp-771662	Co5BiO12	T5AsO12	18	1D or 2D	144	9	36	2	C2/m	2/m	TRUE	0	-1.103083433	0.082060651	C2/m	TRUE	2/m
mp-767122	Mn5SbO12	T5AsO12	18	1D or 2D	144	9	36	2	C2/m	2/m	TRUE	0.0421	-1.779505529	0.078007787	C2/m	TRUE	2/m
mp-761557	Co5SbO12	T5AsO12	18	1D or 2D	144	9	36	2	C2/m	2/m	TRUE	0.5541	-1.246359635	0.056975472	P-3m1	TRUE	-3m
mp-568046	Y5Mg13Cu5	T5Be13T5	46	1D or 2D	368	46	184	2	Cmcm	mmm	TRUE	0	-0.166801409	0	Pmma	TRUE	mmm
mp-31024	Sc5CCl8	T5CF8	14	1D or 2D	112	14	56	2	C2/m	2/m	TRUE	0.0378	-2.164678464	0	P2/m	TRUE	2/m
mp-542449	Sc5Cl8	T5F8	13	1D or 2D	104	13	52	2	C2/m	2/m	TRUE	0.0013	-2.142741246	0	P-1	TRUE	-1
mp-31025	Sc5NCl8	T5NF8	14	1D or 2D	112	14	56	2	C2/m	2/m	TRUE	0.1299	-2.307048918	0.006234597	P2/m	TRUE	2/m
mp-766870	Mn5O9F	T5O9F	15	1D or 2D	120	15	60	2	P1	1	FALSE	0.6072	-1.828772021	0.068308922	P1	FALSE	1
mp-698579	Co5Te4(BrO6)2	T5S4(FO6)2	46	1D or 2D	368	46	184	2	P-1	-1	TRUE	2.2494	-1.360546538	0.006631013	P-1	TRUE	-1
mp-687152	Co5Te4(ClO6)2	T5S4(FO6)2	46	1D or 2D	368	46	184	2	C2/c	2/m	TRUE	2.3307	-1.440495653	0.008550829	P2/c	TRUE	2/m
mp-704879	Ni5Te4(BrO6)2	T5S4(FO6)2	46	1D or 2D	368	46	184	2	C2/c	2/m	TRUE	2.786	-1.170182994	0.021233591	P2/c	TRUE	2/m
mp-565798	Ni5Te4(ClO6)2	T5S4(FO6)2	46	1D or 2D	368	46	184	2	C2/c	2/m	TRUE	2.942	-1.251059484	0.019757542	P2/c	TRUE	2/m
mp-608243	Co5Te4Cl4O11	T5S4F4O11	48	1D or 2D	384	48	192	2	P-1	-1	TRUE	2.4393	-1.428259928	0	P-1	TRUE	-1
mp-757480	Ti5Pb5O14	T5Sn5O14	24	1D or 2D	192	24	96	2	P1	1	FALSE	0.4437	-2.637326108	0.092960187	P1	FALSE	1
mp-771938	Mn5SnO12	T5SnO12	18	1D or 2D	144	9	36	2	C2/m	2/m	TRUE	1.4668	-1.794353029	0.068559572	C2/m	TRUE	2/m
mp-773300	Mn5FeO12	T5TO12	18	1D or 2D	144	9	36	2	C2/m	2/m	TRUE	0	-1.710373154	0.06030712	C2/m	TRUE	2/m
mp-773237	Mn5CuO12	T5TO12	18	1D or 2D	144	9	36	2	C2/m	2/m	TRUE	0.0052	-1.570938055	0.053867946	C2/m	TRUE	2/m
mp-773303	Mn5NiO12	T5TO12	18	1D or 2D	144	9	36	2	C2/m	2/m	TRUE	1.0809	-1.578309211	0.044852447	C2/m	TRUE	2/m
mp-773511	Co5NiO12	T5TO12	18	1D or 2D	144	9	36	2	C2/m	2/m	TRUE	1.1428	-1.026324454	0.016996847	C2/m	TRUE	2/m
mp-771458	Mn5CoO12	T5TO12	18	1D or 2D	144	9	36	2	C2/m	2/m	TRUE	1.3393	-1.674932383	0.021150442	C2/m	TRUE	2/m
mp-23440	Y6C2I7	T6C2F7	15	1D or 2D	120	15	60	2	C2/m	2/m	TRUE	0.0324	-1.101548989	0	C2/m	TRUE	2/m
mp-28344	Zr6CI14	T6CF14	42	1D or 2D	336	42	168	2	Cmce	mmm	FALSE	0.7935	-0.997914459	0	Pmna	TRUE	mmm
mp-28913	Ti6CCl14	T6CF14	42	1D or 2D	336	42	168	2	Cmce	mmm	FALSE	0.9477	-1.991724789	0	Pmna	TRUE	mmm
mp-29357	Zr6CCl14	T6CF14	42	1D or 2D	336	42	168	2	Cmce	mmm	FALSE	1.2812	-2.158603501	0	Pmna	TRUE	mmm
mp-680486	W6CCl16	T6CF16	92	1D or 2D	736	46	184	2	Pnma	mmm	TRUE	0.4016	-1.174409836	0.021995246	Pmn2_1	FALSE	mm2
mp-763242	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.8984	-2.462795779	0.022299803	P1	FALSE	1
mp-765672	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.9326	-2.458737751	0.026357831	P1	FALSE	1
mp-764852	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.942	-2.457548961	0.027546621	P1	FALSE	1
mp-850981	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.9572	-2.458074199	0.027021383	P1	FALSE	1
mp-763953	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.9594	-2.456780557	0.028315025	P1	FALSE	1
mp-853218	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.9655	-2.461058649	0.024036933	P1	FALSE	1
mp-765700	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	1.9829	-2.457969359	0.027126223	P1	FALSE	1
mp-780444	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.0069	-2.463027063	0.022068519	P1	FALSE	1
mp-778689	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.0143	-2.454841221	0.030254361	P1	FALSE	1
mp-782658	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.0247	-2.459728691	0.025366891	P1	FALSE	1
mp-780092	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.041	-2.464260846	0.020834736	P1	FALSE	1
mp-763918	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.0415	-2.461922152	0.02317343	P1	FALSE	1
mp-849412	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.0451	-2.459734591	0.025360991	P1	FALSE	1
mp-849236	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.0723	-2.455035087	0.030060495	P1	FALSE	1
mp-779212	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.0808	-2.457412411	0.027683171	P1	FALSE	1
mp-780899	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.0836	-2.456860401	0.028235181	P1	FALSE	1
mp-764020	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.0909	-2.464341355	0.020754227	P1	FALSE	1
mp-763308	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.1006	-2.459264716	0.025830866	P1	FALSE	1
mp-764049	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.2316	-2.454575775	0.030519807	P1	FALSE	1
mp-764557	V6O5F19	T6O5F19	30	1D or 2D	240	10	40	2	P1	1	FALSE	2.266	-2.449028747	0.036066835	P1	FALSE	1
mp-653981	Zr6NiCl15	T6TF15	22	1D or 2D	176	22	88	2	Im-3m	m-3m	TRUE	0.332	-2.041497281	0	Pm-3m	TRUE	m-3m
mp-28734	Zr6CoCl15	T6TF15	22	1D or 2D	176	22	88	2	Im-3m	m-3m	TRUE	1.0914	-2.079420774	0	Pm-3m	TRUE	m-3m
mp-29315	Sc7(CCl5)2	T7(CF5)2	19	1D or 2D	152	19	76	2	C2/m	2/m	TRUE	0	-2.075386865	0	C2/m	TRUE	2/m
mp-554027	Y7C3I6O	T7C3F6O	34	1D or 2D	272	34	136	2	Pmma	mmm	TRUE	0	-1.316338254	0	Pmma	TRUE	mmm
mp-27513	Sc7Cl10	T7F10	17	1D or 2D	136	17	68	2	C2/m	2/m	TRUE	0.0818	-2.049552157	0	C2/m	TRUE	2/m
mp-561015	Y9C4I8O	T9C4F8O	44	1D or 2D	352	44	176	2	Pmmn	mmm	TRUE	0	-1.245783225	0	Pmmn	TRUE	mmm
mp-640818	Mo9O26	T9O26	140	1D or 2D	1120	140	560	2	P-1	-1	TRUE	1.1938	-1.999964276	0.037311359	P-1	TRUE	-1
mp-675290	Nb9IrSe20	T9TS20	30	1D or 2D	240	30	120	2	P-1	-1	TRUE	0.0058	-0.739651481	0.047788435	P-1	TRUE	-1
mp-683998	CuBi(PSe3)2	TAs(NS3)2	40	1D or 2D	320	10	40	2	R-3	-3	TRUE	0.6152	-0.167418669	0.006168506	R3	FALSE	3
mp-569715	CuBi(PSe3)2	TAs(NS3)2	20	1D or 2D	160	10	40	2	P-31c	-3m	TRUE	0.6481	-0.159683274	0.013903901	P312	FALSE	32
mp-569126	AgBi(PSe3)2	TAs(NS3)2	20	1D or 2D	160	10	40	2	R-3	-3	TRUE	1.2778	-0.188348297	0	R3	FALSE	3
mp-704114	VBi(PbO3)2	TAs(SnO3)2	80	1D or 2D	640	40	160	2	Pc	m	FALSE	2.6272	-1.932636959	0.00138166	P1	FALSE	1
mp-640883	VBi(PbO3)2	TAs(SnO3)2	80	1D or 2D	640	40	160	2	P2_1/c	2/m	FALSE	2.674	-1.93401862	0	P-1	TRUE	-1
